[run number],bin-placement,laziness-factor,litter-sensitivity-factor,group-litter-factor,arrival-rate,initial-litter,[step],total-litter-events,bin-utilization-rate,total-agents-spawned,ticks
266,1,0.0,0.0,1.0,5.0,0,7500,58,0.125,926,7500
267,1,0.0,0.0,1.0,5.0,0,7500,62,0.225,1019,7500
268,1,0.0,0.0,1.0,5.0,0,7500,51,0.1958333333,995,7500
269,1,0.0,0.0,1.0,5.0,0,7500,75,0.1708333333,991,7500
270,1,0.0,0.0,1.0,5.0,0,7500,59,0.2041666667,988,7500
301,1,0.0,0.5,0.0,2.5,0,7500,34,0.07083333333,476,7500
302,1,0.0,0.5,0.0,2.5,0,7500,27,0.08333333333,497,7500
303,1,0.0,0.5,0.0,2.5,0,7500,26,0.125,477,7500
304,1,0.0,0.5,0.0,2.5,0,7500,18,0.07916666667,475,7500
305,1,0.0,0.5,0.0,2.5,0,7500,28,0.1,495,7500
306,1,0.0,0.5,0.0,2.5,0,7500,34,0.07916666667,461,7500
307,1,0.0,0.5,0.0,2.5,0,7500,39,0.1125,495,7500
308,1,0.0,0.5,0.0,2.5,0,7500,24,0.1083333333,515,7500
309,1,0.0,0.5,0.0,2.5,0,7500,23,0.07083333333,476,7500
310,1,0.0,0.5,0.0,2.5,0,7500,29,0.07083333333,503,7500
311,1,0.0,0.5,0.0,2.5,0,7500,31,0.08333333333,470,7500
312,1,0.0,0.5,0.0,2.5,0,7500,24,0.1125,459,7500
313,1,0.0,0.5,0.0,2.5,0,7500,30,0.09583333333,487,7500
314,1,0.0,0.5,0.0,2.5,0,7500,22,0.0875,462,7500
315,1,0.0,0.5,0.0,2.5,0,7500,20,0.08333333333,509,7500
316,1,0.0,0.5,0.0,2.5,0,7500,33,0.1041666667,522,7500
317,1,0.0,0.5,0.0,2.5,0,7500,41,0.08333333333,469,7500
318,1,0.0,0.5,0.0,2.5,0,7500,21,0.07916666667,457,7500
319,1,0.0,0.5,0.0,2.5,0,7500,23,0.09583333333,461,7500
320,1,0.0,0.5,0.0,2.5,0,7500,25,0.08333333333,504,7500
321,1,0.0,0.5,0.0,2.5,0,7500,19,0.05833333333,481,7500
322,1,0.0,0.5,0.0,2.5,0,7500,25,0.1083333333,460,7500
323,1,0.0,0.5,0.0,2.5,0,7500,25,0.1125,479,7500
324,1,0.0,0.5,0.0,2.5,0,7500,22,0.1083333333,443,7500
325,1,0.0,0.5,0.0,2.5,0,7500,22,0.09583333333,469,7500
326,1,0.0,0.5,0.0,2.5,0,7500,35,0.09583333333,471,7500
327,1,0.0,0.5,0.0,2.5,0,7500,19,0.0875,454,7500
328,1,0.0,0.5,0.0,2.5,0,7500,20,0.1083333333,485,7500
329,1,0.0,0.5,0.0,2.5,0,7500,30,0.07916666667,467,7500
330,1,0.0,0.5,0.0,2.5,0,7500,18,0.08333333333,442,7500
331,1,0.0,0.5,0.0,5.0,0,7500,50,0.175,1027,7500
332,1,0.0,0.5,0.0,5.0,0,7500,65,0.1458333333,948,7500
333,1,0.0,0.5,0.0,5.0,0,7500,63,0.1875,1012,7500
334,1,0.0,0.5,0.0,5.0,0,7500,63,0.1958333333,985,7500
