"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"fuente-osmenia.nlogox"
"experiment-2"
"05/29/2026 00:39:00:328 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-37","37","-37","37"
"[run number]","bin-placement","laziness-factor","litter-sensitivity-factor","group-litter-factor","arrival-rate","initial-litter","[step]","total-litter-events","bin-utilization-rate","total-agents-spawned","ticks"
"100","3","0","0","0.5","0","0","0","0","0","0","0"
"92","3","0","0","0.5","0","0","5000","0","0","0","5000"
"93","3","0","0","0.5","0","0","4500","0","0","0","4500"
"95","3","0","0","0.5","0","0","3500","0","0","0","3500"
"97","3","0","0","0.5","0","0","1500","0","0","0","1500"
"87","3","0","0","0","5","0","6000","23","0.0796875","847","6000"
"94","3","0","0","0.5","0","0","4000","0","0","0","4000"
"98","3","0","0","0.5","0","0","1000","0","0","0","1000"
"91","3","0","0","0.5","0","0","6000","0","0","0","6000"
"100","3","0","0","0.5","0","0","500","0","0","0","500"
"96","3","0","0","0.5","0","0","2500","0","0","0","2500"
"99","3","0","0","0.5","0","0","500","0","0","0","500"
"95","3","0","0","0.5","0","0","4000","0","0","0","4000"
"92","3","0","0","0.5","0","0","5500","0","0","0","5500"
"93","3","0","0","0.5","0","0","5000","0","0","0","5000"
"98","3","0","0","0.5","0","0","1500","0","0","0","1500"
"94","3","0","0","0.5","0","0","4500","0","0","0","4500"
"97","3","0","0","0.5","0","0","2000","0","0","0","2000"
"100","3","0","0","0.5","0","0","1000","0","0","0","1000"
"99","3","0","0","0.5","0","0","1000","0","0","0","1000"
"95","3","0","0","0.5","0","0","4500","0","0","0","4500"
"91","3","0","0","0.5","0","0","6500","0","0","0","6500"
"96","3","0","0","0.5","0","0","3000","0","0","0","3000"
"98","3","0","0","0.5","0","0","2000","0","0","0","2000"
"92","3","0","0","0.5","0","0","6000","0","0","0","6000"
"100","3","0","0","0.5","0","0","1500","0","0","0","1500"
"94","3","0","0","0.5","0","0","5000","0","0","0","5000"
"95","3","0","0","0.5","0","0","5000","0","0","0","5000"
"93","3","0","0","0.5","0","0","5500","0","0","0","5500"
"99","3","0","0","0.5","0","0","1500","0","0","0","1500"
"87","3","0","0","0","5","0","6500","31","0.0984375","936","6500"
"83","3","0","0","0","5","0","6000","22","0.0890625","798","6000"
"98","3","0","0","0.5","0","0","2500","0","0","0","2500"
"96","3","0","0","0.5","0","0","3500","0","0","0","3500"
"91","3","0","0","0.5","0","0","7000","0","0","0","7000"
"95","3","0","0","0.5","0","0","5500","0","0","0","5500"
"97","3","0","0","0.5","0","0","2500","0","0","0","2500"
"100","3","0","0","0.5","0","0","2000","0","0","0","2000"
"94","3","0","0","0.5","0","0","5500","0","0","0","5500"
"99","3","0","0","0.5","0","0","2000","0","0","0","2000"
"92","3","0","0","0.5","0","0","6500","0","0","0","6500"
"98","3","0","0","0.5","0","0","3000","0","0","0","3000"
"93","3","0","0","0.5","0","0","6000","0","0","0","6000"
"95","3","0","0","0.5","0","0","6000","0","0","0","6000"
"100","3","0","0","0.5","0","0","2500","0","0","0","2500"
"96","3","0","0","0.5","0","0","4000","0","0","0","4000"
"91","3","0","0","0.5","0","0","7500","0","0","0","7500"
"101","3","0","0","0.5","0","0","0","0","0","0","0"
"94","3","0","0","0.5","0","0","6000","0","0","0","6000"
"99","3","0","0","0.5","0","0","2500","0","0","0","2500"
"98","3","0","0","0.5","0","0","3500","0","0","0","3500"
"95","3","0","0","0.5","0","0","6500","0","0","0","6500"
"87","3","0","0","0","5","0","7000","33","0.1015625","994","7000"
"97","3","0","0","0.5","0","0","3000","0","0","0","3000"
"100","3","0","0","0.5","0","0","3000","0","0","0","3000"
"92","3","0","0","0.5","0","0","7000","0","0","0","7000"
"93","3","0","0","0.5","0","0","6500","0","0","0","6500"
"96","3","0","0","0.5","0","0","4500","0","0","0","4500"
"99","3","0","0","0.5","0","0","3000","0","0","0","3000"
"98","3","0","0","0.5","0","0","4000","0","0","0","4000"
"94","3","0","0","0.5","0","0","6500","0","0","0","6500"
"101","3","0","0","0.5","0","0","500","0","0","0","500"
"95","3","0","0","0.5","0","0","7000","0","0","0","7000"
"100","3","0","0","0.5","0","0","3500","0","0","0","3500"
"83","3","0","0","0","5","0","6500","25","0.0921875","854","6500"
"98","3","0","0","0.5","0","0","4500","0","0","0","4500"
"95","3","0","0","0.5","0","0","7500","0","0","0","7500"
"99","3","0","0","0.5","0","0","3500","0","0","0","3500"
"97","3","0","0","0.5","0","0","3500","0","0","0","3500"
"102","3","0","0","0.5","0","0","0","0","0","0","0"
"96","3","0","0","0.5","0","0","5000","0","0","0","5000"
"94","3","0","0","0.5","0","0","7000","0","0","0","7000"
"92","3","0","0","0.5","0","0","7500","0","0","0","7500"
"103","3","0","0","0.5","0","0","0","0","0","0","0"
"100","3","0","0","0.5","0","0","4000","0","0","0","4000"
"93","3","0","0","0.5","0","0","7000","0","0","0","7000"
"101","3","0","0","0.5","0","0","1000","0","0","0","1000"
"87","3","0","0","0","5","0","7500","33","0.1125","1054","7500"
"104","3","0","0","0.5","0","0","0","0","0","0","0"
"98","3","0","0","0.5","0","0","5000","0","0","0","5000"
"102","3","0","0","0.5","0","0","500","0","0","0","500"
"99","3","0","0","0.5","0","0","4000","0","0","0","4000"
"94","3","0","0","0.5","0","0","7500","0","0","0","7500"
"105","3","0","0","0.5","0","0","0","0","0","0","0"
"96","3","0","0","0.5","0","0","5500","0","0","0","5500"
"100","3","0","0","0.5","0","0","4500","0","0","0","4500"
"97","3","0","0","0.5","0","0","4000","0","0","0","4000"
"103","3","0","0","0.5","0","0","500","0","0","0","500"
"93","3","0","0","0.5","0","0","7500","0","0","0","7500"
"101","3","0","0","0.5","0","0","1500","0","0","0","1500"
"106","3","0","0","0.5","0","0","0","0","0","0","0"
"98","3","0","0","0.5","0","0","5500","0","0","0","5500"
"102","3","0","0","0.5","0","0","1000","0","0","0","1000"
"104","3","0","0","0.5","0","0","500","0","0","0","500"
"99","3","0","0","0.5","0","0","4500","0","0","0","4500"
"105","3","0","0","0.5","0","0","500","0","0","0","500"
"100","3","0","0","0.5","0","0","5000","0","0","0","5000"
"96","3","0","0","0.5","0","0","6000","0","0","0","6000"
"98","3","0","0","0.5","0","0","6000","0","0","0","6000"
"102","3","0","0","0.5","0","0","1500","0","0","0","1500"
"101","3","0","0","0.5","0","0","2000","0","0","0","2000"
"103","3","0","0","0.5","0","0","1000","0","0","0","1000"
"100","3","0","0","0.5","0","0","5500","0","0","0","5500"
"99","3","0","0","0.5","0","0","5000","0","0","0","5000"
"97","3","0","0","0.5","0","0","4500","0","0","0","4500"
"106","3","0","0","0.5","0","0","500","0","0","0","500"
"98","3","0","0","0.5","0","0","6500","0","0","0","6500"
"83","3","0","0","0","5","0","7000","26","0.0984375","921","7000"
"102","3","0","0","0.5","0","0","2000","0","0","0","2000"
"105","3","0","0","0.5","0","0","1000","0","0","0","1000"
"104","3","0","0","0.5","0","0","1000","0","0","0","1000"
"96","3","0","0","0.5","0","0","6500","0","0","0","6500"
"100","3","0","0","0.5","0","0","6000","0","0","0","6000"
"101","3","0","0","0.5","0","0","2500","0","0","0","2500"
"98","3","0","0","0.5","0","0","7000","0","0","0","7000"
"99","3","0","0","0.5","0","0","5500","0","0","0","5500"
"102","3","0","0","0.5","0","0","2500","0","0","0","2500"
"103","3","0","0","0.5","0","0","1500","0","0","0","1500"
"105","3","0","0","0.5","0","0","1500","0","0","0","1500"
"100","3","0","0","0.5","0","0","6500","0","0","0","6500"
"106","3","0","0","0.5","0","0","1000","0","0","0","1000"
"96","3","0","0","0.5","0","0","7000","0","0","0","7000"
"98","3","0","0","0.5","0","0","7500","0","0","0","7500"
"102","3","0","0","0.5","0","0","3000","0","0","0","3000"
"107","3","0","0","0.5","0","0","0","0","0","0","0"
"97","3","0","0","0.5","0","0","5000","0","0","0","5000"
"104","3","0","0","0.5","0","0","1500","0","0","0","1500"
"99","3","0","0","0.5","0","0","6000","0","0","0","6000"
"101","3","0","0","0.5","0","0","3000","0","0","0","3000"
"105","3","0","0","0.5","0","0","2000","0","0","0","2000"
"100","3","0","0","0.5","0","0","7000","0","0","0","7000"
"102","3","0","0","0.5","0","0","3500","0","0","0","3500"
"107","3","0","0","0.5","0","0","500","0","0","0","500"
"103","3","0","0","0.5","0","0","2000","0","0","0","2000"
"96","3","0","0","0.5","0","0","7500","0","0","0","7500"
"108","3","0","0","0.5","0","0","0","0","0","0","0"
"99","3","0","0","0.5","0","0","6500","0","0","0","6500"
"106","3","0","0","0.5","0","0","1500","0","0","0","1500"
"101","3","0","0","0.5","0","0","3500","0","0","0","3500"
"104","3","0","0","0.5","0","0","2000","0","0","0","2000"
"100","3","0","0","0.5","0","0","7500","0","0","0","7500"
"109","3","0","0","0.5","0","0","0","0","0","0","0"
"97","3","0","0","0.5","0","0","5500","0","0","0","5500"
"105","3","0","0","0.5","0","0","2500","0","0","0","2500"
"83","3","0","0","0","5","0","7500","27","0.1109375","987","7500"
"110","3","0","0","0.5","0","0","0","0","0","0","0"
"102","3","0","0","0.5","0","0","4000","0","0","0","4000"
"107","3","0","0","0.5","0","0","1000","0","0","0","1000"
"99","3","0","0","0.5","0","0","7000","0","0","0","7000"
"108","3","0","0","0.5","0","0","500","0","0","0","500"
"109","3","0","0","0.5","0","0","500","0","0","0","500"
"103","3","0","0","0.5","0","0","2500","0","0","0","2500"
"102","3","0","0","0.5","0","0","4500","0","0","0","4500"
"106","3","0","0","0.5","0","0","2000","0","0","0","2000"
"107","3","0","0","0.5","0","0","1500","0","0","0","1500"
"101","3","0","0","0.5","0","0","4000","0","0","0","4000"
"105","3","0","0","0.5","0","0","3000","0","0","0","3000"
"104","3","0","0","0.5","0","0","2500","0","0","0","2500"
"97","3","0","0","0.5","0","0","6000","0","0","0","6000"
"99","3","0","0","0.5","0","0","7500","0","0","0","7500"
"111","3","0","0","0.5","0","0","0","0","0","0","0"
"109","3","0","0","0.5","0","0","1000","0","0","0","1000"
"108","3","0","0","0.5","0","0","1000","0","0","0","1000"
"107","3","0","0","0.5","0","0","2000","0","0","0","2000"
"102","3","0","0","0.5","0","0","5000","0","0","0","5000"
"110","3","0","0","0.5","0","0","500","0","0","0","500"
"105","3","0","0","0.5","0","0","3500","0","0","0","3500"
"101","3","0","0","0.5","0","0","4500","0","0","0","4500"
"103","3","0","0","0.5","0","0","3000","0","0","0","3000"
"106","3","0","0","0.5","0","0","2500","0","0","0","2500"
"107","3","0","0","0.5","0","0","2500","0","0","0","2500"
"109","3","0","0","0.5","0","0","1500","0","0","0","1500"
"104","3","0","0","0.5","0","0","3000","0","0","0","3000"
"111","3","0","0","0.5","0","0","500","0","0","0","500"
"102","3","0","0","0.5","0","0","5500","0","0","0","5500"
"108","3","0","0","0.5","0","0","1500","0","0","0","1500"
"97","3","0","0","0.5","0","0","6500","0","0","0","6500"
"105","3","0","0","0.5","0","0","4000","0","0","0","4000"
"107","3","0","0","0.5","0","0","3000","0","0","0","3000"
"109","3","0","0","0.5","0","0","2000","0","0","0","2000"
"102","3","0","0","0.5","0","0","6000","0","0","0","6000"
"111","3","0","0","0.5","0","0","1000","0","0","0","1000"
"101","3","0","0","0.5","0","0","5000","0","0","0","5000"
"108","3","0","0","0.5","0","0","2000","0","0","0","2000"
"107","3","0","0","0.5","0","0","3500","0","0","0","3500"
"104","3","0","0","0.5","0","0","3500","0","0","0","3500"
"106","3","0","0","0.5","0","0","3000","0","0","0","3000"
"105","3","0","0","0.5","0","0","4500","0","0","0","4500"
"103","3","0","0","0.5","0","0","3500","0","0","0","3500"
"109","3","0","0","0.5","0","0","2500","0","0","0","2500"
"102","3","0","0","0.5","0","0","6500","0","0","0","6500"
"110","3","0","0","0.5","0","0","1000","0","0","0","1000"
"111","3","0","0","0.5","0","0","1500","0","0","0","1500"
"97","3","0","0","0.5","0","0","7000","0","0","0","7000"
"101","3","0","0","0.5","0","0","5500","0","0","0","5500"
"107","3","0","0","0.5","0","0","4000","0","0","0","4000"
"105","3","0","0","0.5","0","0","5000","0","0","0","5000"
"108","3","0","0","0.5","0","0","2500","0","0","0","2500"
"109","3","0","0","0.5","0","0","3000","0","0","0","3000"
"102","3","0","0","0.5","0","0","7000","0","0","0","7000"
"104","3","0","0","0.5","0","0","4000","0","0","0","4000"
"106","3","0","0","0.5","0","0","3500","0","0","0","3500"
"111","3","0","0","0.5","0","0","2000","0","0","0","2000"
"103","3","0","0","0.5","0","0","4000","0","0","0","4000"
"107","3","0","0","0.5","0","0","4500","0","0","0","4500"
"109","3","0","0","0.5","0","0","3500","0","0","0","3500"
"102","3","0","0","0.5","0","0","7500","0","0","0","7500"
"101","3","0","0","0.5","0","0","6000","0","0","0","6000"
"105","3","0","0","0.5","0","0","5500","0","0","0","5500"
"112","3","0","0","0.5","0","0","0","0","0","0","0"
"108","3","0","0","0.5","0","0","3000","0","0","0","3000"
"97","3","0","0","0.5","0","0","7500","0","0","0","7500"
"111","3","0","0","0.5","0","0","2500","0","0","0","2500"
"113","3","0","0","0.5","0","0","0","0","0","0","0"
"107","3","0","0","0.5","0","0","5000","0","0","0","5000"
"110","3","0","0","0.5","0","0","1500","0","0","0","1500"
"104","3","0","0","0.5","0","0","4500","0","0","0","4500"
"106","3","0","0","0.5","0","0","4000","0","0","0","4000"
"103","3","0","0","0.5","0","0","4500","0","0","0","4500"
"109","3","0","0","0.5","0","0","4000","0","0","0","4000"
"112","3","0","0","0.5","0","0","500","0","0","0","500"
"105","3","0","0","0.5","0","0","6000","0","0","0","6000"
"101","3","0","0","0.5","0","0","6500","0","0","0","6500"
"111","3","0","0","0.5","0","0","3000","0","0","0","3000"
"108","3","0","0","0.5","0","0","3500","0","0","0","3500"
"107","3","0","0","0.5","0","0","5500","0","0","0","5500"
"109","3","0","0","0.5","0","0","4500","0","0","0","4500"
"112","3","0","0","0.5","0","0","1000","0","0","0","1000"
"113","3","0","0","0.5","0","0","500","0","0","0","500"
"104","3","0","0","0.5","0","0","5000","0","0","0","5000"
"105","3","0","0","0.5","0","0","6500","0","0","0","6500"
"103","3","0","0","0.5","0","0","5000","0","0","0","5000"
"111","3","0","0","0.5","0","0","3500","0","0","0","3500"
"106","3","0","0","0.5","0","0","4500","0","0","0","4500"
"101","3","0","0","0.5","0","0","7000","0","0","0","7000"
"108","3","0","0","0.5","0","0","4000","0","0","0","4000"
"107","3","0","0","0.5","0","0","6000","0","0","0","6000"
"112","3","0","0","0.5","0","0","1500","0","0","0","1500"
"109","3","0","0","0.5","0","0","5000","0","0","0","5000"
"110","3","0","0","0.5","0","0","2000","0","0","0","2000"
"105","3","0","0","0.5","0","0","7000","0","0","0","7000"
"111","3","0","0","0.5","0","0","4000","0","0","0","4000"
"104","3","0","0","0.5","0","0","5500","0","0","0","5500"
"107","3","0","0","0.5","0","0","6500","0","0","0","6500"
"113","3","0","0","0.5","0","0","1000","0","0","0","1000"
"101","3","0","0","0.5","0","0","7500","0","0","0","7500"
"109","3","0","0","0.5","0","0","5500","0","0","0","5500"
"108","3","0","0","0.5","0","0","4500","0","0","0","4500"
"112","3","0","0","0.5","0","0","2000","0","0","0","2000"
"103","3","0","0","0.5","0","0","5500","0","0","0","5500"
"114","3","0","0","0.5","0","0","0","0","0","0","0"
"106","3","0","0","0.5","0","0","5000","0","0","0","5000"
"105","3","0","0","0.5","0","0","7500","0","0","0","7500"
"115","3","0","0","0.5","0","0","0","0","0","0","0"
"107","3","0","0","0.5","0","0","7000","0","0","0","7000"
"111","3","0","0","0.5","0","0","4500","0","0","0","4500"
"109","3","0","0","0.5","0","0","6000","0","0","0","6000"
"112","3","0","0","0.5","0","0","2500","0","0","0","2500"
"104","3","0","0","0.5","0","0","6000","0","0","0","6000"
"110","3","0","0","0.5","0","0","2500","0","0","0","2500"
"108","3","0","0","0.5","0","0","5000","0","0","0","5000"
"114","3","0","0","0.5","0","0","500","0","0","0","500"
"103","3","0","0","0.5","0","0","6000","0","0","0","6000"
"106","3","0","0","0.5","0","0","5500","0","0","0","5500"
"113","3","0","0","0.5","0","0","1500","0","0","0","1500"
"107","3","0","0","0.5","0","0","7500","0","0","0","7500"
"116","3","0","0","0.5","0","0","0","0","0","0","0"
"111","3","0","0","0.5","0","0","5000","0","0","0","5000"
"115","3","0","0","0.5","0","0","500","0","0","0","500"
"112","3","0","0","0.5","0","0","3000","0","0","0","3000"
"109","3","0","0","0.5","0","0","6500","0","0","0","6500"
"108","3","0","0","0.5","0","0","5500","0","0","0","5500"
"104","3","0","0","0.5","0","0","6500","0","0","0","6500"
"114","3","0","0","0.5","0","0","1000","0","0","0","1000"
"103","3","0","0","0.5","0","0","6500","0","0","0","6500"
"116","3","0","0","0.5","0","0","500","0","0","0","500"
"106","3","0","0","0.5","0","0","6000","0","0","0","6000"
"112","3","0","0","0.5","0","0","3500","0","0","0","3500"
"111","3","0","0","0.5","0","0","5500","0","0","0","5500"
"115","3","0","0","0.5","0","0","1000","0","0","0","1000"
"109","3","0","0","0.5","0","0","7000","0","0","0","7000"
"113","3","0","0","0.5","0","0","2000","0","0","0","2000"
"110","3","0","0","0.5","0","0","3000","0","0","0","3000"
"108","3","0","0","0.5","0","0","6000","0","0","0","6000"
"104","3","0","0","0.5","0","0","7000","0","0","0","7000"
"116","3","0","0","0.5","0","0","1000","0","0","0","1000"
"114","3","0","0","0.5","0","0","1500","0","0","0","1500"
"112","3","0","0","0.5","0","0","4000","0","0","0","4000"
"103","3","0","0","0.5","0","0","7000","0","0","0","7000"
"111","3","0","0","0.5","0","0","6000","0","0","0","6000"
"109","3","0","0","0.5","0","0","7500","0","0","0","7500"
"117","3","0","0","0.5","0","0","0","0","0","0","0"
"115","3","0","0","0.5","0","0","1500","0","0","0","1500"
"106","3","0","0","0.5","0","0","6500","0","0","0","6500"
"113","3","0","0","0.5","0","0","2500","0","0","0","2500"
"116","3","0","0","0.5","0","0","1500","0","0","0","1500"
"112","3","0","0","0.5","0","0","4500","0","0","0","4500"
"104","3","0","0","0.5","0","0","7500","0","0","0","7500"
"108","3","0","0","0.5","0","0","6500","0","0","0","6500"
"118","3","0","0","0.5","0","0","0","0","0","0","0"
"114","3","0","0","0.5","0","0","2000","0","0","0","2000"
"117","3","0","0","0.5","0","0","500","0","0","0","500"
"111","3","0","0","0.5","0","0","6500","0","0","0","6500"
"103","3","0","0","0.5","0","0","7500","0","0","0","7500"
"119","3","0","0","0.5","0","0","0","0","0","0","0"
"115","3","0","0","0.5","0","0","2000","0","0","0","2000"
"116","3","0","0","0.5","0","0","2000","0","0","0","2000"
"112","3","0","0","0.5","0","0","5000","0","0","0","5000"
"106","3","0","0","0.5","0","0","7000","0","0","0","7000"
"110","3","0","0","0.5","0","0","3500","0","0","0","3500"
"117","3","0","0","0.5","0","0","1000","0","0","0","1000"
"113","3","0","0","0.5","0","0","3000","0","0","0","3000"
"111","3","0","0","0.5","0","0","7000","0","0","0","7000"
"108","3","0","0","0.5","0","0","7000","0","0","0","7000"
"114","3","0","0","0.5","0","0","2500","0","0","0","2500"
"118","3","0","0","0.5","0","0","500","0","0","0","500"
"115","3","0","0","0.5","0","0","2500","0","0","0","2500"
"119","3","0","0","0.5","0","0","500","0","0","0","500"
"116","3","0","0","0.5","0","0","2500","0","0","0","2500"
"112","3","0","0","0.5","0","0","5500","0","0","0","5500"
"117","3","0","0","0.5","0","0","1500","0","0","0","1500"
"111","3","0","0","0.5","0","0","7500","0","0","0","7500"
"106","3","0","0","0.5","0","0","7500","0","0","0","7500"
"120","3","0","0","0.5","0","0","0","0","0","0","0"
"121","3","0","0","0.5","2.5","0","0","0","0","0","0"
"108","3","0","0","0.5","0","0","7500","0","0","0","7500"
"122","3","0","0","0.5","2.5","0","0","0","0","0","0"
"114","3","0","0","0.5","0","0","3000","0","0","0","3000"
"112","3","0","0","0.5","0","0","6000","0","0","0","6000"
"116","3","0","0","0.5","0","0","3000","0","0","0","3000"
"118","3","0","0","0.5","0","0","1000","0","0","0","1000"
"113","3","0","0","0.5","0","0","3500","0","0","0","3500"
"115","3","0","0","0.5","0","0","3000","0","0","0","3000"
"110","3","0","0","0.5","0","0","4000","0","0","0","4000"
"119","3","0","0","0.5","0","0","1000","0","0","0","1000"
"117","3","0","0","0.5","0","0","2000","0","0","0","2000"
"120","3","0","0","0.5","0","0","500","0","0","0","500"
"112","3","0","0","0.5","0","0","6500","0","0","0","6500"
"116","3","0","0","0.5","0","0","3500","0","0","0","3500"
"122","3","0","0","0.5","2.5","0","500","0","0.0015625","30","500"
"121","3","0","0","0.5","2.5","0","500","0","0.0015625","31","500"
"114","3","0","0","0.5","0","0","3500","0","0","0","3500"
"115","3","0","0","0.5","0","0","3500","0","0","0","3500"
"118","3","0","0","0.5","0","0","1500","0","0","0","1500"
"117","3","0","0","0.5","0","0","2500","0","0","0","2500"
"120","3","0","0","0.5","0","0","1000","0","0","0","1000"
"113","3","0","0","0.5","0","0","4000","0","0","0","4000"
"119","3","0","0","0.5","0","0","1500","0","0","0","1500"
"112","3","0","0","0.5","0","0","7000","0","0","0","7000"
"116","3","0","0","0.5","0","0","4000","0","0","0","4000"
"114","3","0","0","0.5","0","0","4000","0","0","0","4000"
"117","3","0","0","0.5","0","0","3000","0","0","0","3000"
"115","3","0","0","0.5","0","0","4000","0","0","0","4000"
"118","3","0","0","0.5","0","0","2000","0","0","0","2000"
"122","3","0","0","0.5","2.5","0","1000","3","0.009375","66","1000"
"120","3","0","0","0.5","0","0","1500","0","0","0","1500"
"110","3","0","0","0.5","0","0","4500","0","0","0","4500"
"112","3","0","0","0.5","0","0","7500","0","0","0","7500"
"121","3","0","0","0.5","2.5","0","1000","0","0.00625","62","1000"
"123","3","0","0","0.5","2.5","0","0","0","0","0","0"
"116","3","0","0","0.5","0","0","4500","0","0","0","4500"
"119","3","0","0","0.5","0","0","2000","0","0","0","2000"
"113","3","0","0","0.5","0","0","4500","0","0","0","4500"
"117","3","0","0","0.5","0","0","3500","0","0","0","3500"
"114","3","0","0","0.5","0","0","4500","0","0","0","4500"
"115","3","0","0","0.5","0","0","4500","0","0","0","4500"
"118","3","0","0","0.5","0","0","2500","0","0","0","2500"
"116","3","0","0","0.5","0","0","5000","0","0","0","5000"
"120","3","0","0","0.5","0","0","2000","0","0","0","2000"
"123","3","0","0","0.5","2.5","0","500","0","0.003125","31","500"
"122","3","0","0","0.5","2.5","0","1500","4","0.0125","101","1500"
"119","3","0","0","0.5","0","0","2500","0","0","0","2500"
"117","3","0","0","0.5","0","0","4000","0","0","0","4000"
"113","3","0","0","0.5","0","0","5000","0","0","0","5000"
"121","3","0","0","0.5","2.5","0","1500","0","0.0109375","88","1500"
"116","3","0","0","0.5","0","0","5500","0","0","0","5500"
"110","3","0","0","0.5","0","0","5000","0","0","0","5000"
"114","3","0","0","0.5","0","0","5000","0","0","0","5000"
"120","3","0","0","0.5","0","0","2500","0","0","0","2500"
"115","3","0","0","0.5","0","0","5000","0","0","0","5000"
"118","3","0","0","0.5","0","0","3000","0","0","0","3000"
"123","3","0","0","0.5","2.5","0","1000","0","0.0109375","67","1000"
"117","3","0","0","0.5","0","0","4500","0","0","0","4500"
"119","3","0","0","0.5","0","0","3000","0","0","0","3000"
"116","3","0","0","0.5","0","0","6000","0","0","0","6000"
"122","3","0","0","0.5","2.5","0","2000","4","0.015625","135","2000"
"120","3","0","0","0.5","0","0","3000","0","0","0","3000"
"114","3","0","0","0.5","0","0","5500","0","0","0","5500"
"113","3","0","0","0.5","0","0","5500","0","0","0","5500"
"115","3","0","0","0.5","0","0","5500","0","0","0","5500"
"117","3","0","0","0.5","0","0","5000","0","0","0","5000"
"118","3","0","0","0.5","0","0","3500","0","0","0","3500"
"121","3","0","0","0.5","2.5","0","2000","2","0.0171875","125","2000"
"123","3","0","0","0.5","2.5","0","1500","0","0.0140625","98","1500"
"116","3","0","0","0.5","0","0","6500","0","0","0","6500"
"110","3","0","0","0.5","0","0","5500","0","0","0","5500"
"119","3","0","0","0.5","0","0","3500","0","0","0","3500"
"120","3","0","0","0.5","0","0","3500","0","0","0","3500"
"114","3","0","0","0.5","0","0","6000","0","0","0","6000"
"115","3","0","0","0.5","0","0","6000","0","0","0","6000"
"117","3","0","0","0.5","0","0","5500","0","0","0","5500"
"113","3","0","0","0.5","0","0","6000","0","0","0","6000"
"118","3","0","0","0.5","0","0","4000","0","0","0","4000"
"122","3","0","0","0.5","2.5","0","2500","7","0.0203125","172","2500"
"116","3","0","0","0.5","0","0","7000","0","0","0","7000"
"123","3","0","0","0.5","2.5","0","2000","0","0.0171875","128","2000"
"120","3","0","0","0.5","0","0","4000","0","0","0","4000"
"121","3","0","0","0.5","2.5","0","2500","2","0.0203125","147","2500"
"119","3","0","0","0.5","0","0","4000","0","0","0","4000"
"114","3","0","0","0.5","0","0","6500","0","0","0","6500"
"115","3","0","0","0.5","0","0","6500","0","0","0","6500"
"117","3","0","0","0.5","0","0","6000","0","0","0","6000"
"118","3","0","0","0.5","0","0","4500","0","0","0","4500"
"116","3","0","0","0.5","0","0","7500","0","0","0","7500"
"124","3","0","0","0.5","2.5","0","0","0","0","0","0"
"113","3","0","0","0.5","0","0","6500","0","0","0","6500"
"123","3","0","0","0.5","2.5","0","2500","1","0.0203125","155","2500"
"120","3","0","0","0.5","0","0","4500","0","0","0","4500"
"110","3","0","0","0.5","0","0","6000","0","0","0","6000"
"122","3","0","0","0.5","2.5","0","3000","9","0.021875","197","3000"
"117","3","0","0","0.5","0","0","6500","0","0","0","6500"
"119","3","0","0","0.5","0","0","4500","0","0","0","4500"
"114","3","0","0","0.5","0","0","7000","0","0","0","7000"
"115","3","0","0","0.5","0","0","7000","0","0","0","7000"
"121","3","0","0","0.5","2.5","0","3000","2","0.0203125","176","3000"
"124","3","0","0","0.5","2.5","0","500","0","0.0046875","20","500"
"118","3","0","0","0.5","0","0","5000","0","0","0","5000"
"120","3","0","0","0.5","0","0","5000","0","0","0","5000"
"123","3","0","0","0.5","2.5","0","3000","1","0.021875","189","3000"
"113","3","0","0","0.5","0","0","7000","0","0","0","7000"
"117","3","0","0","0.5","0","0","7000","0","0","0","7000"
"114","3","0","0","0.5","0","0","7500","0","0","0","7500"
"125","3","0","0","0.5","2.5","0","0","0","0","0","0"
"119","3","0","0","0.5","0","0","5000","0","0","0","5000"
"115","3","0","0","0.5","0","0","7500","0","0","0","7500"
"126","3","0","0","0.5","2.5","0","0","0","0","0","0"
"122","3","0","0","0.5","2.5","0","3500","9","0.0265625","233","3500"
"118","3","0","0","0.5","0","0","5500","0","0","0","5500"
"110","3","0","0","0.5","0","0","6500","0","0","0","6500"
"124","3","0","0","0.5","2.5","0","1000","0","0.009375","52","1000"
"120","3","0","0","0.5","0","0","5500","0","0","0","5500"
"117","3","0","0","0.5","0","0","7500","0","0","0","7500"
"127","3","0","0","0.5","2.5","0","0","0","0","0","0"
"121","3","0","0","0.5","2.5","0","3500","2","0.0203125","211","3500"
"123","3","0","0","0.5","2.5","0","3500","3","0.0234375","225","3500"
"113","3","0","0","0.5","0","0","7500","0","0","0","7500"
"128","3","0","0","0.5","2.5","0","0","0","0","0","0"
"119","3","0","0","0.5","0","0","5500","0","0","0","5500"
"126","3","0","0","0.5","2.5","0","500","0","0.0046875","29","500"
"125","3","0","0","0.5","2.5","0","500","0","0","31","500"
"120","3","0","0","0.5","0","0","6000","0","0","0","6000"
"124","3","0","0","0.5","2.5","0","1500","3","0.0171875","95","1500"
"118","3","0","0","0.5","0","0","6000","0","0","0","6000"
"122","3","0","0","0.5","2.5","0","4000","9","0.028125","269","4000"
"127","3","0","0","0.5","2.5","0","500","0","0","33","500"
"123","3","0","0","0.5","2.5","0","4000","5","0.0265625","250","4000"
"110","3","0","0","0.5","0","0","7000","0","0","0","7000"
